#Digilent WaveForms Oscilloscope Acquisition
#Device Name: Discovery2
#Serial Number: SN:210321B2879F
#Date Time: 2025-09-03 15:14:52.438
#Sample rate: 800000Hz
#Samples: 8192
#Trigger: Source: Channel 1 Type: Edge Condition: Rising Level: 0 V Hyst.: Auto HoldOff: 0 s
#Channel 1: Range: 500 mV/div Offset: 0 V Sample Mode: Average
#Channel 2: Range: 500 mV/div Offset: 0 V Sample Mode: Average
#Wavegen Channel 1: Running
#Mode: Simple
#Type: Sine
#Frequency: 1 kHz
#Period: 1 ms
#Amplitude: 500 mV
#Offset: 0 V
#Symmetry: 50 %
#Phase: 0 °
#Power Supplies: ON
#Positive Supply: ON
#Voltage: 3.5 V
#Negative Supply: ON
#Voltage: -3.5 V

Time (s),Channel 1 (V),Channel 2 (V)
-0.0001740277777777778,-0.4441585406410559,-0.3700593428679351
-0.0001727777777777778,-0.4401293822948662,-0.3677145780172704
-0.0001715277777777778,-0.4384505663172871,-0.3663747123883191
-0.0001702777777777778,-0.4371075135352239,-0.3633600147231787
-0.0001690277777777778,-0.4364359871441922,-0.3623551155014653
-0.0001677777777777778,-0.4327425919935183,-0.3606802834652763
-0.0001665277777777778,-0.4317353024069708,-0.359340417836325
-0.0001652777777777778,-0.4287134336473285,-0.3576655858001359
-0.0001640277777777778,-0.4270346176697494,-0.3553208209494712
-0.0001627777777777778,-0.4250200384966546,-0.3523061232843309
-0.0001615277777777778,-0.4230054593235597,-0.3509662576553796
-0.0001602777777777778,-0.4216624065414964,-0.3496263920264283
-0.0001590277777777778,-0.4189763009773699,-0.3479515599902392
-0.0001577777777777778,-0.415282905826696,-0.3462767279540501
-0.0001565277777777778,-0.415282905826696,-0.3439319631033854
-0.0001552777777777778,-0.4139398530446327,-0.3409172654382451
-0.0001540277777777778,-0.4112537474805062,-0.3399123662165316
-0.0001527777777777778,-0.4082318787208639,-0.3375676013658669
-0.0001515277777777778,-0.4055457731567374,-0.33555780292244
-0.0001502777777777778,-0.4028596675926109,-0.3332130380717753
-0.0001490277777777778,-0.4011808516150318,-0.3315382060355863
-0.0001477777777777778,-0.3988305092464211,-0.3291934411849216
-0.0001465277777777778,-0.397151693268842,-0.326513709927019
-0.0001452777777777778,-0.3941298245091997,-0.3245039114835921
-0.0001440277777777778,-0.3924510085316206,-0.3231640458546409
-0.0001427777777777778,-0.3907721925540416,-0.3204843145967383
-0.0001415277777777778,-0.386407271012336,-0.3178045833388358
-0.0001402777777777778,-0.3843926918392411,-0.3157947848954089
-0.0001390277777777778,-0.3823781126661462,-0.3134500200447442
-0.0001377777777777778,-0.3800277702975355,-0.3121101544157929
-0.0001365277777777778,-0.3763343751468616,-0.3084255239361769
-0.0001352777777777778,-0.3739840327782509,-0.30641572549275
-0.0001340277777777778,-0.371969453605156,-0.3037359942348475
-0.0001327777777777778,-0.3706264008230928,-0.3023961286058963
-0.0001315277777777778,-0.366597242476903,-0.3000513637552316
-0.0001302777777777778,-0.3645826633038081,-0.2970366660900912
-0.0001290277777777778,-0.3618965577396816,-0.2956968004611399
-0.0001277777777777778,-0.3582031625890076,-0.2923471363887618
-0.0001265277777777778,-0.3555170570248811,-0.2896674051308593
-0.0001252777777777778,-0.353838241047302,-0.2876576066874323
-0.0001240277777777778,-0.3514878986786914,-0.2853128418367676
-0.0001227777777777778,-0.3477945035280174,-0.2822981441716273
-0.0001215277777777778,-0.3447726347683751,-0.2789484800992492
-0.0001202777777777778,-0.3434295819863118,-0.2769386816558222
-0.0001190277777777778,-0.3390646604446063,-0.2749288832123953
-0.0001177777777777778,-0.3370500812715114,-0.2722491519544928
-0.0001165277777777778,-0.3346997389029007,-0.2699043871038281
-0.0001152777777777778,-0.3310063437522268,-0.2672246558459256
-0.0001140277777777778,-0.3273129486015528,-0.2642099581807852
-0.0001127777777777778,-0.3256341326239737,-0.2622001597373583
-0.0001115277777777778,-0.321604974277784,-0.2585155292577423
-0.0001102777777777778,-0.3182473423226258,-0.255500831592602
-0.0001090277777777778,-0.3165685263450468,-0.2541609659636507
-0.0001077777777777778,-0.3135466575854045,-0.2511462682985104
-0.0001065277777777778,-0.3095174992392147,-0.2474616378188944
-0.0001052777777777778,-0.3061598672840565,-0.2454518393754675
-0.0001040277777777778,-0.3038095249154458,-0.242772108117565
-0.0001027777777777778,-0.3011234193513193,-0.2404273432669003
